ref,,,Date,Grid,Plot,Site code,Site,Section code,species (correctly spelled!),Height (cm),# stems,stem 1 diameter (cm),stem 2 diameter (cm),stem 3 diameter (cm),stem 4 diameter (cm),stem 5 diameter (cm),%break,age (N/O/N/A),sprout (Y/ N),% circum,% Additive,% < 3m,age (n/o/N/A),% regro,% borer, % fire,topple (y/n),resprout #,ele? (y/n/N/A),alive (y/n),Notes,Data Collector,Data Enterer,total basal area,total biomass
112,,,23-May-2013,1,2,1_2,Dense 2,2A02,Ehretia rigida,30,1,0.384,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.115811672,
113,,,23-May-2013,1,2,1_2,Dense 2,2A02,Ehretia rigida,30,1,0.207,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.033653526,
114,,,23-May-2013,1,2,1_2,Dense 2,2A02,Ehretia rigida,30,1,0.184,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.02659044,
115,,,23-May-2013,1,2,1_2,Dense 2,2A02,Ehretia rigida,30,2,0.369,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.106940599,
116,,,23-May-2013,1,2,1_2,Dense 2,2A02,Ehretia rigida,40,1,0.913,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.654683562,
117,,,23-May-2013,1,2,1_2,Dense 2,2A02,Ehretia rigida,40,1,0.928,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.676372332,
118,,,23-May-2013,1,2,1_2,Dense 2,2A02,Ehretia rigida,40,9,0.498,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.194781886,
119,,,23-May-2013,1,2,1_2,Dense 2,2A02,Ehretia rigida,40,1,0.354,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.098422956,
120,,,23-May-2013,1,2,1_2,Dense 2,2A02,Ehretia rigida,40,1,0.546,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.234139759,
121,,,23-May-2013,1,2,1_2,Dense 2,2A02,Ehretia rigida,40,1,0.463,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.168365019,
122,,,23-May-2013,1,2,1_2,Dense 2,2A02,Ehretia rigida,40,2,0.546,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.234139759,
123,,,23-May-2013,1,2,1_2,Dense 2,2A02,Ehretia rigida,45,3,0.445,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.155528471,
124,,,23-May-2013,1,2,1_2,Dense 2,2A02,Ehretia rigida,50,1,0.89,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.622113885,
125,,,23-May-2013,1,2,1_2,Dense 2,2B02,Ehretia rigida,20,1,0.4,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Cori & Valli,Audrey,0.125663706,
126,,,23-May-2013,1,2,1_2,Dense 2,2B02,Ehretia rigida,25,3,0.5,0.4,0.3,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Cori & Valli,Audrey,0.7696902,
127,,,23-May-2013,1,2,1_2,Dense 2,2B02,Ehretia rigida,30,1,0.3,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Cori & Valli,Audrey,0.070685835,
128,,,23-May-2013,1,2,1_2,Dense 2,2B02,Ehretia rigida,30,1,0.4,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Cori & Valli,Audrey,0.125663706,
129,,,23-May-2013,1,2,1_2,Dense 2,2B02,Ormocarpum trichocarpum,40,1,0.4,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Cori & Valli,Audrey,0.125663706,
130,,,23-May-2013,1,2,1_2,Dense 2,2B02,Ormocarpum trichocarpum,50,1,0.6,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Cori & Valli,Audrey,0.282743339,
131,,,23-May-2013,1,2,1_2,Dense 2,3B02,Ehretia rigida,40,2,0.3,0.2,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Cori & Valli,Audrey,0.196349541,
132,,,23-May-2013,1,2,1_2,Dense 2,3B02,Flueggea virosa,80,3,0.7,0.5,0.3,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Cori & Valli,Audrey,1.240929098,
133,,,23-May-2013,1,2,1_2,Dense 2,4A02,Ehretia rigida,60,5,0.335,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.088141309,
134,,,23-May-2013,1,2,1_2,Dense 2,4A02,Ehretia rigida,65,2,0.334,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.087615878,
135,,,23-May-2013,1,2,1_2,Dense 2,4A02,Ehretia rigida,65,2,0.585,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.268782886,
136,,,23-May-2013,1,2,1_2,Dense 2,4A02,Flueggea virosa,100,4,1.071,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.900883895,
137,,,23-May-2013,1,2,1_2,Dense 2,4A02,Gymnosporia senegalensis,50,1,0.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.196349541,
138,,,23-May-2013,1,2,1_2,Dense 2,4A02,Gymnosporia senegalensis,55,3,0.775,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.471729772,
139,,,23-May-2013,1,2,1_2,Dense 2,4A02,Gymnosporia senegalensis,65,1,0.72,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,N,,Karen and Vellie,Peter,0.407150408,
140,,,23-May-2013,1,2,1_2,Dense 2,4A02,Gymnosporia senegalensis,75,3,1.875,0,0,0,0,100,N/A,N/A,0,0,0,N/A,0,0,0,Y,N,N/A,Y,,Karen and Vellie,Peter,2.761165418,
141,,,23-May-2013,1,2,1_2,Dense 2,4A02,Gymnosporia senegalensis,105,1,1.225,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,1.178588119,
142,,,23-May-2013,1,2,1_2,Dense 2,4B02,Ehretia rigida,45,1,0.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Cori & Valli,Audrey,0.196349541,
143,,,23-May-2013,1,2,1_2,Dense 2,4B02,Gymnosporia senegalensis,40,1,0.2,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Cori & Valli,Audrey,0.031415927,
144,,,23-May-2013,1,2,1_2,Dense 2,4B02,Gymnosporia senegalensis,80,3,2,1.2,0.5,0,0,30,N,Y,0,0,0,N/A,0,0,0,N,N/A,N,Y,Burnt,Cori & Valli,Audrey,7.861835616,
145,,,23-May-2013,1,2,1_2,Dense 2,4B02,Gymnosporia senegalensis,140,1,3,0,0,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,N,Y,Burnt,Cori & Valli,Audrey,7.068583471,
146,,,23-May-2013,1,2,1_2,Dense 2,5A02,Ehretia rigida,75,1,0.445,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.155528471,
147,,,23-May-2013,1,2,1_2,Dense 2,5A02,Flueggea virosa,120,7,1.229,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,1.186297587,
148,,,23-May-2013,1,2,1_2,Dense 2,5B02,Dichrostachys cinerea,65,2,0.415,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.135265199,
149,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,30,1,0.2,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Cori & Valli,Audrey,0.031415927,
150,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,30,1,0.2,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Cori & Valli,Audrey,0.031415927,
151,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,35,1,0.22,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.038013271,
152,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,38,1,0.292,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.066966189,
153,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,40,1,0.319,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.079922903,
154,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,40,1,0.493,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.190890238,
155,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,43,2,0.2,0.1,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Cori & Valli,Audrey,0.062831853,
156,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,45,4,0.4,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.125663706,
157,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,45,2,0.314,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.077437117,
158,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,50,1,0.442,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.153438527,
159,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,50,3,0.537,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.226484483,
160,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,57,1,0.2,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N,Y,,Cori & Valli,Audrey,0.031415927,
161,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,60,1,0.551,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.238447668,
162,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,60,1,0.341,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.091326884,
163,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,60,2,0.337,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.089196884,
164,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,65,2,0.32,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.080424772,
165,,,23-May-2013,1,2,1_2,Dense 2,5B02,Ehretia rigida,70,2,0.436,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.149301049,
166,,,23-May-2013,1,2,1_2,Dense 2,3A02,Acacia nigrescens,650,1,15.1,0,0,0,0,1,O,N/A,0,0,0,N/A,0,0,0,N,N,N,Y,,Karen and Vellie,Peter,179.0786352,
167,,,23-May-2013,1,3,1_3,Dense 3,2A10,Acacia nigrescens,630,2,18,14,0,0,0,7,O,N,50,37.5,17.5,O,85,80,0,N,N,U,Y,,Julia & Audrey,Julia,870.221165,
168,,,23-May-2013,1,3,1_3,Dense 3,3A10,Acacia nigrescens,450,1,9.8,0,0,0,0,7,O,N,45,45,15,O,40,1,7,N,N,U,Y,,Julia & Audrey,Julia,75.42963961,
169,,,23-May-2013,1,3,1_3,Dense 3,3A10,Albizia forbesii,450,2,9.3,9,0,0,0,95,O,N,20,50,5,O,10,0,0,N,N,Y,Y,,Julia & Audrey,Julia,322.3980921,
170,,,23-May-2013,1,3,1_3,Dense 3,3A25,Combretum imberbe,750,1,24.4,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N,U,N,,Peter & Karen,JUlia,467.5946506,
171,,,23-May-2013,1,3,1_3,Dense 3,3A25,Acacia nigrescens,700,1,25.2,0,0,0,0,5,O,N,15,15,5,O,90,0,0,N,N,U,Y,,Peter & Karen,JUlia,498.7592497,
172,,,23-May-2013,1,3,1_3,Dense 3,5B25,Acacia nigrescens,520,1,13.3,0,0,0,0,53,O,Y,0,0,0,N/A,0,0,0,N,N,Y,Y,,Peter & Karen,JUlia,138.9290811,
173,,,23-May-2013,1,3,1_3,Dense 3,5B25,Combretum imberbe,570,2,13.2,10.7,0,0,0,5,O,N,0.5,15,5,O,90,0,0,N,N,Y,Y,,Peter & Karen,JUlia,496.5287189,
174,,,23-May-2013,1,3,1_3,Dense 3,3B25,Combretum imberbe,750,3,13.3,12.3,4.4,0,0,7,O,N,13.5,25,25,O,50,0,0,N,N,U,Y,,Peter & Karen,JUlia,629.4259421,
175,,,23-May-2013,1,3,1_3,Dense 3,3B25,Acacia nigrescens,580,2,11.6,4.2,0,0,0,25,O,N,70,70,40,O,60,60,30,N,N,Y,Y,,Peter & Karen,JUlia,161.1008713,
176,,,23-May-2013,1,3,1_3,Dense 3,3B25,Combretum imberbe,670,5,12.3,9.2,8.9,4.8,2.4,75,O,Y,20,20,10,O,15,0,0,N,N,Y,Y,,Peter & Karen,JUlia,523.844867,
177,,,23-May-2013,1,3,1_3,Dense 3,2B25,Acacia nigrescens,650,2,12.5,8.4,0,0,0,25,O,N,12.5,12.5,5,O,95,0,60,N,N,U,Y,,Peter & Karen,JUlia,344.3892407,
178,,,23-May-2013,1,3,1_3,Dense 3,2B25,Acacia nigrescens,700,3,11.8,11.6,11.2,0,0,7,O,N,0,0,0,N/A,0,0,0,N,N,U,Y,,Peter & Karen,JUlia,630.6118934,
179,,,23-May-2013,1,3,1_3,Dense 3,1B25,Philenoptera violacea,600,1,23.2,0,0,0,0,15,O,Y,25,25,10,O,5,0,0,N,N,Y,Y,,Peter & Karen,JUlia,422.7327075,
180,,,23-May-2013,1,3,1_3,Dense 3,1B25,Acacia nigrescens,680,3,15,11.6,6.9,0,0,5,O,N,0,0,0,N/A,0,0,0,N,N,N,Y,,Peter & Karen,JUlia,636.8401008,
181,,,23-May-2013,1,3,1_3,Dense 3,1B25,Acacia nigrescens,670,2,17,15.5,0,0,0,7,O,N,25,25,15,O,95,0,10,N,N,Y,Y,,Peter & Karen,JUlia,981.7477042,
182,,,23-May-2013,1,3,1_3,Dense 3,4B10,Sclerocarya birrea,1200,1,85,0,0,0,0,5,O,N,25,55,32,27 O/5 N,70,3,0,N,N,U,Y,,Dax & Jenna,Cori,5674.501731,
183,,,23-May-2013,1,3,1_3,Dense 3,4B10,Acacia nigrescens,850,1,27.7,0,0,0,0,1,O,N,0,0,0,N/A,0,0,0,N,N,U,Y,,Dax & Jenna,Cori,602.6281568,
184,,,23-May-2013,1,3,1_3,Dense 3,5B10,Albizia forbesii,595,3,15.4,10.8,9.8,0,0,60,O,Y,0,0,0,N/A,0,0,0,N,N,Y,Y,,Dax & Jenna,Cori,628.1300352,
185,,,23-May-2013,1,3,1_3,Dense 3,5B10,Acacia nigrescens,650,1,11.2,0,0,0,0,1,O,N,0,0,0,N/A,0,0,0,N,N,U,Y,,Dax & Jenna,Cori,98.52034562,
186,,,23-May-2013,1,3,1_3,Dense 3,5B02,Philenoptera violacea,500,1,10.3,0,0,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N,Y,Y,,Cori & Laurence,Peter ,83.32289115,
187,,,23-May-2013,1,3,1_3,Dense 3,5A10,Acacia nigrescens,450,1,7.3,0,0,0,0,5,O,Y,20,20,7,O,1,0,0,N,N,U,Y,,Cori & Laurence,Peter ,41.85386813,
188,,,23-May-2013,1,3,1_3,Dense 3,4A10,Acacia nigrescens,670,3,7.5,7.4,5,0,0,10,O,Y,47,47,7,O,10,7,35,N,N,U,Y,,Cori & Laurence,Peter ,235.8472145,
189,,,23-May-2013,1,3,1_3,Dense 3,4A10,Acacia nigrescens,650,1,9,0,0,0,0,10,O,Y,25,25,25,O,35,2,80,N,N,U,Y,,Cori & Laurence,Peter ,63.61725124,
190,,,23-May-2013,1,3,1_3,Dense 3,1A02,Ehretia rigida,68,1,0.736,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.425447044,
191,,,23-May-2013,1,3,1_3,Dense 3,1B02,Ehretia rigida,10,1,0.3,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.070685835,
192,,,23-May-2013,1,3,1_3,Dense 3,1B02,Ehretia rigida,10,1,0.3,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.070685835,
193,,,23-May-2013,1,3,1_3,Dense 3,1B02,Ehretia rigida,25,1,0.6,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.282743339,
194,,,23-May-2013,1,3,1_3,Dense 3,1B02,Ehretia rigida,30,1,0.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.196349541,
195,,,23-May-2013,1,3,1_3,Dense 3,1B02,Ehretia rigida,30,1,0.2,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.031415927,
196,,,23-May-2013,1,3,1_3,Dense 3,1B02,Ehretia rigida,40,1,0.35,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.096211275,
197,,,23-May-2013,1,3,1_3,Dense 3,1B02,Ehretia rigida,50,1,0.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.196349541,
198,,,23-May-2013,1,3,1_3,Dense 3,2A02,Ehretia rigida,30,1,0.323,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.081939805,
199,,,23-May-2013,1,3,1_3,Dense 3,2A02,Ehretia rigida,35,1,0.761,0,0,0,0,80,O,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.45484057,
200,,,23-May-2013,1,3,1_3,Dense 3,2A02,Ehretia rigida,38,1,0.55,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.237582944,
201,,,23-May-2013,1,3,1_3,Dense 3,2A02,Ehretia rigida,38,1,0.612,0,0,0,0,50,O,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.29416617,
202,,,23-May-2013,1,3,1_3,Dense 3,2A02,Ehretia rigida,50,2,0.684,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.367453243,
203,,,23-May-2013,1,3,1_3,Dense 3,2A02,Ehretia rigida,50,1,0.709,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.394804734,
204,,,23-May-2013,1,3,1_3,Dense 3,2A02,Ehretia rigida,53,1,0.841,0,0,0,0,50,O,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.555497198,
205,,,23-May-2013,1,3,1_3,Dense 3,2A02,Ehretia rigida,80,9,0.691,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.3750127,
206,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,15,1,0.3,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.070685835,
207,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,20,1,0.2,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.031415927,
208,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,20,1,0.4,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.125663706,
209,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,25,1,0.3,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.070685835,
210,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,25,1,0.7,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.3848451,
211,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,30,2,0.2,0.3,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.314159265,
212,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,30,1,0.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.196349541,
213,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,30,1,0.3,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.070685835,
214,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,35,2,0.3,0.5,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.856083998,
215,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,40,1,0.5,0,0,0,0,10,O,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Cori & Laurence,Cori,0.196349541,
216,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,40,1,0.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.196349541,
217,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,40,1,0.6,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.282743339,
218,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,45,1,0.5,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.196349541,
219,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,50,1,0.6,0,0,0,0,60,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Cori & Laurence,Cori,0.282743339,
220,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,50,1,0.6,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.282743339,
221,,,23-May-2013,1,3,1_3,Dense 3,2B02,Ehretia rigida,70,2,0.5,0.22,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.348402625,
222,,,23-May-2013,1,3,1_3,Dense 3,2B02,Flueggea virosa,50,3,0.2,0.3,0.3,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.3848451,
223,,,23-May-2013,1,3,1_3,Dense 3,2B02,Lannea schweinfurthii,60,5,1.5,1.2,1,1.5,0.8,20,N,N,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Cori & Laurence,Cori,14.64767575,
224,,,23-May-2013,1,3,1_3,Dense 3,3A02,Ehretia rigida,48,1,0.502,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.197923479,
225,,,23-May-2013,1,3,1_3,Dense 3,3A02,Ehretia rigida,65,1,0.95,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.708821842,
226,,,23-May-2013,1,3,1_3,Dense 3,3A02,Flueggea virosa,175,10,1.027,1.079,0.71,1.516,0.699,30,O,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,12.4858029,
227,,,23-May-2013,1,3,1_3,Dense 3,3B02,Ehretia rigida,60,1,0.6,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Cori & Laurence,Cori,0.282743339,
228,,,23-May-2013,1,3,1_3,Dense 3,3B02,Philenoptera violacea,140,1,3.7,0,0,0,0,30,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Cori & Laurence,Peter ,10.75210086,
229,,,23-May-2013,1,3,1_3,Dense 3,3B02,Philenoptera violacea,150,1,3,0,0,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Cori & Laurence,Peter ,7.068583471,
230,,,23-May-2013,1,3,1_3,Dense 3,4A02,Combretum imberbe,160,3,1.263,0.991,1.027,0,0,100,O,Y,0,0,0,N/A,0,0,0,N,N/A,U,Y,,Karen and Vellie,Peter,5.166523477,
231,,,23-May-2013,1,3,1_3,Dense 3,4A02,Ormocarpum trichocarpum,65,1,0.743,0,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,0.433578271,
232,,,23-May-2013,1,3,1_3,Dense 3,4A02,Philenoptera violacea,100,12,2.133,1.105,0,0,0,0,N/A,N/A,0,0,0,N/A,0,0,0,N,N/A,N/A,Y,,Karen and Vellie,Peter,7.409280554,
